InputString,Actual,Predicted_Interpolation,Correct_Interpolation,InTop10_Interpolation,InWordCloud_Interpolation,Runtime_Interpolation,Predicted_Backoff,Correct_Backoff,InTop10_Backoff,InWordCloud_Backoff,Runtime_Backoff
awesome thanksgiving,why,to,FALSE,FALSE,FALSE,0.25,to,FALSE,FALSE,FALSE,0.230000000000473
any equal opportunity socialist,would,the,FALSE,FALSE,FALSE,0.300000000000182,the,FALSE,FALSE,FALSE,0.279999999999745
the woods wasnt practical,its,terms,FALSE,FALSE,FALSE,0.270000000000437,terms,FALSE,FALSE,FALSE,0.25
my head is,freakin,a,FALSE,FALSE,FALSE,0.279999999999745,a,FALSE,FALSE,FALSE,0.279999999999745
will caution,parents,the,FALSE,FALSE,FALSE,0.210000000000036,the,FALSE,FALSE,FALSE,0.199999999999818
team at the tradeshow,will,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.279999999999745
there lapp said,but,the,FALSE,TRUE,TRUE,0.269999999999527,the,FALSE,TRUE,TRUE,0.260000000000218
new look with,colorful,the,FALSE,FALSE,FALSE,0.259999999999309,the,FALSE,FALSE,FALSE,0.240000000000691
so sweet cherish your,time,favorite,FALSE,TRUE,TRUE,0.280000000000655,favorite,FALSE,TRUE,TRUE,0.269999999999527
for desperate measures my,friend,life,FALSE,TRUE,TRUE,0.289999999999964,life,FALSE,TRUE,TRUE,0.25
experiences fine finer and,finest,the,FALSE,FALSE,FALSE,0.3700000000008,the,FALSE,FALSE,FALSE,0.380000000000109
on the things you,learned,can,FALSE,FALSE,TRUE,0.300000000000182,can,FALSE,FALSE,FALSE,0.159999999999854
is a,mf,great,FALSE,FALSE,FALSE,0.360000000000582,great,FALSE,FALSE,FALSE,0.0900000000001455
your user,name,experience,FALSE,FALSE,FALSE,0.269999999999527,experience,FALSE,FALSE,FALSE,0.239999999999782
lids before running,out,back,FALSE,TRUE,TRUE,0.270000000000437,back,FALSE,TRUE,TRUE,0.25
my last tweet,just,me,FALSE,FALSE,TRUE,0.25,me,FALSE,FALSE,TRUE,0.25
i finally found the,time,perfect,FALSE,FALSE,TRUE,0.489999999999782,perfect,FALSE,FALSE,FALSE,0.109999999999673
 well said,wonder,rt,FALSE,FALSE,FALSE,0.229999999999563,rt,FALSE,FALSE,FALSE,0.109999999999673
street bar and have,a,a,TRUE,TRUE,TRUE,0.300000000000182,a,TRUE,TRUE,TRUE,0.140000000000327
yeah i appreciated it,even,was,FALSE,FALSE,TRUE,0.319999999999709,was,FALSE,FALSE,TRUE,0.360000000000582
bloggers and please vote,for,for,TRUE,TRUE,TRUE,0.300000000000182,for,TRUE,TRUE,TRUE,0.230000000000473
due to,close,the,FALSE,FALSE,TRUE,0.3100000000004,the,FALSE,FALSE,FALSE,0.0799999999999272
my tweets before,i,the,FALSE,TRUE,TRUE,0.229999999999563,the,FALSE,TRUE,TRUE,0.199999999999818
me is jus,weed,the,FALSE,FALSE,FALSE,0.220000000000255,the,FALSE,FALSE,FALSE,0.199999999999818
a willing general,assembly,manager,FALSE,TRUE,TRUE,0.25,manager,FALSE,TRUE,TRUE,0.239999999999782
merry christmas,pittsburgh,to,FALSE,FALSE,FALSE,0.220000000000255,to,FALSE,FALSE,FALSE,0.0900000000001455
be varsity being a,sophomore,great,FALSE,FALSE,TRUE,0.380000000000109,great,FALSE,FALSE,FALSE,0.119999999999891
people are calling,the,the,TRUE,TRUE,TRUE,0.25,the,TRUE,TRUE,TRUE,0.110000000000582
youmightbeanautismparentif your,child,favorite,FALSE,FALSE,TRUE,0.239999999999782,favorite,FALSE,FALSE,TRUE,0.220000000000255
lesser salary,helps,cap,FALSE,FALSE,FALSE,0.220000000000255,cap,FALSE,FALSE,FALSE,0.199999999999818
a viseversa vote occurred and,the,the,TRUE,TRUE,TRUE,0.389999999999418,the,TRUE,TRUE,TRUE,0.350000000000364
comes to sports but,horse,i,FALSE,FALSE,FALSE,0.270000000000437,i,FALSE,FALSE,FALSE,0.25
sock the came,today,to,FALSE,FALSE,FALSE,0.300000000000182,to,FALSE,FALSE,FALSE,0.270000000000437
my jobs until tomorrow i,have,have,TRUE,TRUE,TRUE,0.340000000000146,will,FALSE,TRUE,TRUE,0.139999999999418
day suxbut gotta get,paid,my,FALSE,FALSE,TRUE,0.280000000000655,my,FALSE,FALSE,FALSE,0.119999999999891
africans and he influenced,the,by,FALSE,FALSE,FALSE,0.289999999999964,by,FALSE,FALSE,FALSE,0.339999999999236
everyone that came out,to,of,FALSE,TRUE,TRUE,0.300000000000182,of,FALSE,TRUE,TRUE,0.140000000000327
adam lawrence,breaks,the,FALSE,FALSE,FALSE,0.200000000000728,the,FALSE,FALSE,FALSE,0.25
i would really dig it,if,was,FALSE,FALSE,TRUE,0.390000000000327,was,FALSE,FALSE,TRUE,0.289999999999964
 other folks milling,about,the,FALSE,FALSE,FALSE,0.229999999999563,the,FALSE,FALSE,FALSE,0.229999999999563
and callers on new,jersey,years,FALSE,TRUE,TRUE,0.279999999999745,years,FALSE,FALSE,FALSE,0.119999999999891
on a busted up,leg,to,FALSE,FALSE,FALSE,0.25,to,FALSE,FALSE,FALSE,0.230000000000473
 draft beers ,including,that,FALSE,FALSE,FALSE,0.1899999999996,that,FALSE,FALSE,FALSE,0.199999999999818
why thank you pandora,i,and,FALSE,TRUE,TRUE,0.269999999999527,and,FALSE,TRUE,TRUE,0.25
below story is shared with,permission,the,FALSE,FALSE,TRUE,0.359999999999673,the,FALSE,FALSE,FALSE,0.179999999999382
im down for,whatever,the,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.109999999999673
always bring luck to,the,all,FALSE,TRUE,TRUE,0.350000000000364,all,FALSE,TRUE,TRUE,0.119999999999891
strongest people i,know,know,TRUE,TRUE,TRUE,0.270000000000437,know,TRUE,TRUE,TRUE,0.109999999999673
alone remember,you,that,FALSE,FALSE,TRUE,0.210000000000036,that,FALSE,FALSE,TRUE,0.220000000000255
shop if you are headed,out,to,FALSE,TRUE,TRUE,0.269999999999527,to,FALSE,TRUE,TRUE,0.270000000000437
right now on,dailyshow,the,FALSE,FALSE,FALSE,0.340000000000146,the,FALSE,FALSE,FALSE,0.109999999999673
home from,work,the,FALSE,TRUE,TRUE,0.230000000000473,work,TRUE,TRUE,TRUE,0.100000000000364
on my,tongue,way,FALSE,FALSE,TRUE,0.25,way,FALSE,FALSE,TRUE,0.100000000000364
been a while,but,since,FALSE,TRUE,TRUE,0.25,since,FALSE,FALSE,FALSE,0.0299999999997453
recipe hes worked on steadily,tweaking,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.269999999999527
look for nikestrobe really cool,stuff,and,FALSE,TRUE,TRUE,0.280000000000655,and,FALSE,TRUE,TRUE,0.25
to reply with,the,the,TRUE,TRUE,TRUE,0.300000000000182,the,TRUE,TRUE,TRUE,0.270000000000437
cousins can,get,be,FALSE,TRUE,TRUE,0.25,be,FALSE,TRUE,TRUE,0.239999999999782
contemporary artists of african,descent,descent,TRUE,TRUE,TRUE,0.309999999999491,descent,TRUE,TRUE,TRUE,0.160000000000764
motivation to get out,of,of,TRUE,TRUE,TRUE,0.309999999999491,of,TRUE,TRUE,TRUE,0.069999999999709
in the last ,months,years,FALSE,FALSE,TRUE,0.320000000000618,six,FALSE,FALSE,FALSE,0.0500000000001819
where are,you,you,TRUE,TRUE,TRUE,0.229999999999563,you,TRUE,TRUE,TRUE,0.0799999999999272
in the arabian peninsula,or,the,FALSE,FALSE,FALSE,0.330000000000837,the,FALSE,FALSE,FALSE,0.270000000000437
festival will feature the brad,paisley,i,FALSE,FALSE,FALSE,0.279999999999745,i,FALSE,FALSE,FALSE,0.25
aint luck itll be,skill,a,FALSE,FALSE,FALSE,0.279999999999745,a,FALSE,FALSE,FALSE,0.259999999999309
officers will see,his,the,FALSE,FALSE,TRUE,0.25,the,FALSE,FALSE,FALSE,0.109999999999673
and thanks to have a,splendid,good,FALSE,FALSE,TRUE,0.399999999999636,good,FALSE,FALSE,FALSE,0.0799999999999272
geekswhodrink tonight,the,at,FALSE,TRUE,TRUE,0.230000000000473,at,FALSE,TRUE,TRUE,0.219999999999345
 i â harry potter,movies,the,FALSE,FALSE,FALSE,0.390000000000327,the,FALSE,FALSE,FALSE,0.359999999999673
allstar saturday draws its most,viewers,of,FALSE,FALSE,FALSE,0.25,of,FALSE,FALSE,FALSE,0.25
lines over the years,mostly,and,FALSE,FALSE,FALSE,0.269999999999527,and,FALSE,FALSE,FALSE,0.0500000000001819
sweet and sour,ribs,cream,FALSE,FALSE,FALSE,0.269999999999527,cream,FALSE,FALSE,FALSE,0.25
to cash in on,the,the,TRUE,TRUE,TRUE,0.289999999999964,the,TRUE,TRUE,TRUE,0.0100000000002183
years of being a,driver,driver,TRUE,TRUE,TRUE,0.3700000000008,driver,TRUE,TRUE,TRUE,0.0499999999992724
uw will,stay,be,FALSE,FALSE,TRUE,0.220000000000255,be,FALSE,FALSE,TRUE,0.220000000000255
phenomenal what he would have,averaged,to,FALSE,FALSE,TRUE,0.279999999999745,to,FALSE,FALSE,FALSE,0.0499999999992724
of wine nd endless ciggs,before,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.210000000000036
and having pink lipstick on,rt,the,FALSE,FALSE,TRUE,0.390000000000327,the,FALSE,FALSE,TRUE,0.299999999999272
wheeler â associate,professor,pastor,FALSE,FALSE,FALSE,0.829999999999927,pastor,FALSE,FALSE,FALSE,0.75
said we know what it,feels,is,FALSE,TRUE,TRUE,0.280000000000655,is,FALSE,TRUE,TRUE,0.130000000000109
easy with good,people,morning,FALSE,FALSE,TRUE,0.229999999999563,morning,FALSE,FALSE,TRUE,0.230000000000473
for alliance,conference,against,FALSE,FALSE,FALSE,0.219999999999345,against,FALSE,FALSE,FALSE,0.210000000000036
its for,the,a,FALSE,TRUE,TRUE,0.239999999999782,a,FALSE,FALSE,FALSE,0.0900000000001455
journalist chris hedges,talks,the,FALSE,FALSE,FALSE,0.219999999999345,the,FALSE,FALSE,FALSE,0.220000000000255
in classroom not who shows,up,that,FALSE,TRUE,TRUE,0.270000000000437,that,FALSE,TRUE,TRUE,0.25
two outs in,the,the,TRUE,TRUE,TRUE,0.280000000000655,the,TRUE,TRUE,TRUE,0.289999999999964
mascara am,i,i,TRUE,TRUE,TRUE,0.220000000000255,i,TRUE,TRUE,TRUE,0.220000000000255
camping bc,of,of,TRUE,TRUE,TRUE,0.199999999999818,of,TRUE,TRUE,TRUE,0.210000000000036
than safety i,want,was,FALSE,FALSE,TRUE,0.279999999999745,was,FALSE,FALSE,TRUE,0.259999999999309
forced to,sell,eat,FALSE,FALSE,TRUE,0.309999999999491,eat,FALSE,FALSE,FALSE,0.089999999999236
vote  matter now more,than,than,TRUE,TRUE,TRUE,0.260000000000218,than,TRUE,TRUE,TRUE,0.140000000000327
some nice,mountain,to,FALSE,FALSE,FALSE,0.219999999999345,to,FALSE,FALSE,FALSE,0.210000000000036
from this time period,that,of,FALSE,FALSE,FALSE,0.279999999999745,of,FALSE,FALSE,FALSE,0.280000000000655
this is the,only,first,FALSE,TRUE,TRUE,0.480000000000473,first,FALSE,FALSE,FALSE,0.0299999999997453
too kind,and,of,FALSE,TRUE,TRUE,0.210000000000036,of,FALSE,TRUE,TRUE,0.210000000000036
else ,still,is,FALSE,FALSE,FALSE,0.159999999999854,is,FALSE,FALSE,FALSE,0.159999999999854
shwartz is very wellqualified,to,the,FALSE,TRUE,TRUE,0.269999999999527,the,FALSE,TRUE,TRUE,0.259999999999309
absolutely a book that,moms,i,FALSE,FALSE,FALSE,0.289999999999964,i,FALSE,FALSE,FALSE,0.269999999999527
reusable shopping,bags,for,FALSE,FALSE,FALSE,0.25,for,FALSE,FALSE,FALSE,0.219999999999345
our,friend,new,FALSE,FALSE,TRUE,0.160000000000764,new,FALSE,FALSE,TRUE,0.140000000000327
happy mothers,day,day,TRUE,TRUE,TRUE,0.219999999999345,day,TRUE,TRUE,TRUE,0.0900000000001455
for,a,the,FALSE,TRUE,TRUE,0.149999999999636,the,FALSE,TRUE,TRUE,0.140000000000327
be illegal,in,immigrants,FALSE,FALSE,FALSE,0.219999999999345,immigrants,FALSE,FALSE,FALSE,0.210000000000036
to you,too,too,TRUE,TRUE,TRUE,0.25,too,TRUE,TRUE,TRUE,0.110000000000582
juss crossed over the,virgina,years,FALSE,FALSE,FALSE,0.5600000000004,years,FALSE,FALSE,FALSE,0.130000000000109
act is it to make,an,the,FALSE,TRUE,TRUE,0.279999999999745,the,FALSE,FALSE,FALSE,0.069999999999709
of us need,to,to,TRUE,TRUE,TRUE,0.229999999999563,to,TRUE,TRUE,TRUE,0.229999999999563
lil einsteins this weekend wmy,grandson,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.25
will all smell,of,of,TRUE,TRUE,TRUE,0.260000000000218,of,TRUE,TRUE,TRUE,0.25
grassroots operation a,nonprofit,few,FALSE,FALSE,TRUE,0.369999999999891,few,FALSE,FALSE,TRUE,0.360000000000582
each week and learning to,be,the,FALSE,TRUE,TRUE,0.350000000000364,the,FALSE,TRUE,TRUE,0.329999999999927
really need to find apartment,in,building,FALSE,TRUE,TRUE,0.289999999999964,building,FALSE,TRUE,TRUE,0.300000000000182
key areas of presentationlawnwalkwayentrancefront,doorrugs,the,FALSE,FALSE,FALSE,0.320000000000618,the,FALSE,FALSE,FALSE,0.329999999999927
killing a person,when,who,FALSE,FALSE,TRUE,0.25,who,FALSE,FALSE,FALSE,0.1200000000008
is another perfect,fit,for,FALSE,FALSE,FALSE,0.289999999999964,for,FALSE,FALSE,FALSE,0.260000000000218
but the opinion is a,self,great,FALSE,FALSE,TRUE,0.400000000000546,great,FALSE,FALSE,TRUE,0.159999999999854
what are you up,to,to,TRUE,TRUE,TRUE,0.280000000000655,to,TRUE,TRUE,TRUE,0.0200000000004366
tend to read more,articles,than,FALSE,FALSE,TRUE,0.299999999999272,than,FALSE,FALSE,TRUE,0.25
with grilled chicken and pearsmy,absolute,the,FALSE,FALSE,FALSE,0.260000000000218,the,FALSE,FALSE,FALSE,0.269999999999527
weight limitations and the,leagues,other,FALSE,FALSE,TRUE,0.5600000000004,other,FALSE,FALSE,FALSE,0.140000000000327
stephanie hightower who made,the,the,TRUE,TRUE,TRUE,0.269999999999527,the,TRUE,TRUE,TRUE,0.140000000000327
the ad was submitted,newsom,to,FALSE,FALSE,FALSE,0.270000000000437,to,FALSE,FALSE,FALSE,0.259999999999309
met chingy,onceyawns,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.210000000000036
should be half of your,height,life,FALSE,FALSE,FALSE,0.300000000000182,choice,FALSE,FALSE,FALSE,0.139999999999418
better telly,is,the,FALSE,TRUE,TRUE,0.210000000000036,the,FALSE,TRUE,TRUE,0.219999999999345
raggedy rawney  a unique,treatise,and,FALSE,FALSE,FALSE,0.270000000000437,and,FALSE,FALSE,FALSE,0.259999999999309
of jim nabors at,the,the,TRUE,TRUE,TRUE,0.279999999999745,the,TRUE,TRUE,TRUE,0.259999999999309
hit the nation carter was,a,a,TRUE,TRUE,TRUE,0.280000000000655,a,TRUE,TRUE,TRUE,0.239999999999782
barnes ,noble,noble,TRUE,TRUE,TRUE,0.130000000000109,noble,TRUE,TRUE,TRUE,0.110000000000582
is adorable actually but,just,i,FALSE,FALSE,TRUE,0.259999999999309,i,FALSE,FALSE,TRUE,0.25
in the workplace,i,the,FALSE,TRUE,TRUE,0.229999999999563,the,FALSE,TRUE,TRUE,0.25
really would have liked a,box,few,FALSE,FALSE,TRUE,0.380000000000109,few,FALSE,FALSE,TRUE,0.360000000000582
mom for mothers day check,these,out,FALSE,FALSE,FALSE,0.25,out,FALSE,FALSE,FALSE,0.199999999999818
even attempt the,last,first,FALSE,TRUE,TRUE,0.470000000000255,first,FALSE,TRUE,TRUE,0.4399999999996
lazy hes lazy is what,it,i,FALSE,TRUE,TRUE,0.269999999999527,i,FALSE,TRUE,TRUE,0.119999999999891
we have to study for,us,my,FALSE,FALSE,TRUE,0.25,my,FALSE,FALSE,FALSE,0.109999999999673
were still,back,in,FALSE,FALSE,FALSE,0.170000000000073,alive,FALSE,FALSE,FALSE,0.0599999999994907
nashville at phoenix  pm,if,the,FALSE,FALSE,TRUE,0.170000000000073,to,FALSE,FALSE,FALSE,0.0799999999999272
rapper and singer,going,and,FALSE,FALSE,FALSE,0.159999999999854,and,FALSE,FALSE,FALSE,0.140000000000327
the only,rappers,one,FALSE,FALSE,FALSE,0.160000000000764,one,FALSE,FALSE,FALSE,0.0600000000004002
already on to,novembers,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.069999999999709
iâm assuming that,in,i,FALSE,FALSE,TRUE,0.409999999999855,i,FALSE,FALSE,TRUE,0.390000000000327
headed to,fort,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.100000000000364
and harder,to,to,TRUE,TRUE,TRUE,0.220000000000255,to,TRUE,TRUE,TRUE,0.210000000000036
psychological handles,looking,the,FALSE,FALSE,FALSE,0.199999999999818,the,FALSE,FALSE,FALSE,0.199999999999818
be odd but most importantly,it,the,FALSE,FALSE,FALSE,0.270000000000437,the,FALSE,FALSE,FALSE,0.279999999999745
alittle better  ,i,than,FALSE,TRUE,TRUE,0.229999999999563,than,FALSE,TRUE,TRUE,0.199999999999818
product by,selling,the,FALSE,FALSE,TRUE,0.199999999999818,the,FALSE,FALSE,TRUE,0.1899999999996
and the,economy,other,FALSE,FALSE,TRUE,0.420000000000073,other,FALSE,FALSE,TRUE,0.100000000000364
youre welcome rt yet another,time,one,FALSE,TRUE,TRUE,0.280000000000655,one,FALSE,TRUE,TRUE,0.25
you im definitely,going,not,FALSE,FALSE,FALSE,0.25,not,FALSE,FALSE,FALSE,0.230000000000473
nap today and now have,a,to,FALSE,TRUE,TRUE,0.300000000000182,to,FALSE,TRUE,TRUE,0.140000000000327
and hated even more,the,than,FALSE,FALSE,TRUE,0.259999999999309,than,FALSE,FALSE,FALSE,0.140000000000327
me u dig,lol,it,FALSE,FALSE,FALSE,0.229999999999563,it,FALSE,FALSE,FALSE,0.219999999999345
ipad for less than ,head,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.119999999999891
 cant,wait,wait,TRUE,TRUE,TRUE,0.140000000000327,wait,TRUE,TRUE,TRUE,0.130000000000109
good luck doesnt,die,have,FALSE,FALSE,FALSE,0.25,have,FALSE,FALSE,FALSE,0.239999999999782
appreciate the retweet fam i,see,see,TRUE,TRUE,TRUE,0.300000000000182,see,TRUE,TRUE,TRUE,0.140000000000327
the twilight,zone,zone,TRUE,TRUE,TRUE,0.280000000000655,zone,TRUE,TRUE,TRUE,0.109999999999673
always followed kristin into,the,the,TRUE,TRUE,TRUE,0.25,the,TRUE,TRUE,TRUE,0.279999999999745
they thinks its,scary,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,FALSE,0.140000000000327
up on the dvr waiting,for,for,TRUE,TRUE,TRUE,0.289999999999964,for,TRUE,TRUE,TRUE,0.25
monday is,almost,a,FALSE,FALSE,TRUE,0.240000000000691,a,FALSE,FALSE,TRUE,0.199999999999818
im just being,a,a,TRUE,TRUE,TRUE,0.239999999999782,a,TRUE,TRUE,TRUE,0.199999999999818
check out the band here,too,in,FALSE,FALSE,TRUE,0.25,in,FALSE,FALSE,TRUE,0.25
you really do need,one,to,FALSE,FALSE,TRUE,0.25,to,FALSE,FALSE,FALSE,0.0500000000001819
warm reception from democrats,and,and,TRUE,TRUE,TRUE,0.25,and,TRUE,TRUE,TRUE,0.230000000000473
you for some advice on,how,the,FALSE,FALSE,TRUE,0.300000000000182,the,FALSE,FALSE,TRUE,0.289999999999964
my meetings with,himâ,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.239999999999782
not sure if,thats,i,FALSE,TRUE,TRUE,0.25,i,FALSE,TRUE,TRUE,0.0299999999997453
more hours till,easter,the,FALSE,FALSE,FALSE,0.25,the,FALSE,FALSE,FALSE,0.229999999999563
i know my face just,cleared,a,FALSE,FALSE,FALSE,0.25,a,FALSE,FALSE,FALSE,0.25
of women somewhere,salivating,in,FALSE,FALSE,FALSE,0.25,in,FALSE,FALSE,FALSE,0.25
small river town of,chester,the,FALSE,FALSE,FALSE,0.329999999999927,the,FALSE,FALSE,FALSE,0.319999999999709
department denied,that,that,TRUE,TRUE,TRUE,0.199999999999818,that,TRUE,TRUE,TRUE,0.1899999999996
his dad also,brought,a,FALSE,FALSE,TRUE,0.25,a,FALSE,FALSE,TRUE,0.229999999999563
sector instead it is,quite,a,FALSE,FALSE,TRUE,0.279999999999745,a,FALSE,FALSE,TRUE,0.140000000000327
really enjoyed,his,the,FALSE,FALSE,FALSE,0.240000000000691,the,FALSE,FALSE,FALSE,0.220000000000255
of the yes network who,was,is,FALSE,TRUE,TRUE,0.269999999999527,is,FALSE,TRUE,TRUE,0.25
following aprils devastating tornadoesvirginia,farmers,the,FALSE,FALSE,FALSE,0.279999999999745,the,FALSE,FALSE,FALSE,0.279999999999745
we had,kept,a,FALSE,FALSE,TRUE,0.229999999999563,a,FALSE,FALSE,FALSE,0.0799999999999272
cyworld account if he,already,had,FALSE,FALSE,TRUE,0.259999999999309,had,FALSE,FALSE,FALSE,0.119999999999891
means i no longer,have,have,TRUE,TRUE,TRUE,0.260000000000218,have,TRUE,TRUE,TRUE,0.140000000000327
